,Company,TypeName,Inches,Ram,OpSys,Weight,Price,Resolution_Width,Resolution_Height,CPU Brand,CPU Series,CPU Frequency,Storage Capacity,Storage Type,Gpu_Brand,Gpu_Model
1018,Toshiba,Notebook,14.0,8,Windows 10,1.47,79387.2,1920.0,1080.0,Intel,Core i5 6200U,2.3,256,SSD,Intel,HD Graphics 520
1019,HP,Notebook,14.0,8,Windows 10,1.43,118761.12,1920.0,1080.0,Intel,Core i7 6500U,2.5,256,SSD,Intel,HD Graphics 520
1020,Dell,2 in 1 Convertible,15.6,4,Windows 10,2.08,42410.3472,1920.0,1080.0,Intel,Core i3 6100U,2.3,1000,HDD,Intel,HD Graphics 520
1021,Toshiba,Ultrabook,13.3,8,Windows 10,1.2,84715.2,1920.0,1080.0,Intel,Core i5 6200U,2.3,256,SSD,Intel,HD Graphics 520
1022,HP,Notebook,13.3,8,Windows 10,1.11,61218.72,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
1023,HP,Notebook,14.0,8,Windows 10,1.64,63159.7104,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,Nvidia,GeForce 930MX
1024,Dell,Notebook,15.6,8,Windows 10,2.09,55754.3232,1920.0,1080.0,Intel,Core i5 6300U,2.4,500,HDD,Intel,HD Graphics 520
1025,HP,Ultrabook,12.5,4,Windows 10,1.26,83063.52,1366.0,768.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
1026,HP,Notebook,14.0,4,Windows 10,2.31,63349.92,1366.0,768.0,Intel,Core i5 7200U,2.5,500,HDD,Intel,HD Graphics 620
1027,HP,Notebook,14.0,4,Windows 10,1.95,56476.8,1366.0,768.0,Intel,Core i5 7200U,2.5,500,HDD,Intel,HD Graphics 620
1028,Dell,Ultrabook,13.3,8,Windows 10,1.29,86526.72,3200.0,1800.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
1029,HP,Notebook,17.3,8,Windows 10,2.63,57542.4,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Nvidia,GeForce 930MX
1030,HP,Notebook,14.0,4,Windows 10,1.64,51841.44,1366.0,768.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
1031,Acer,Notebook,15.6,6,Windows 10,2.1,21791.52,1366.0,768.0,AMD,A9-Series 9420,3,1000,HDD,AMD,Radeon R5
1032,MSI,Gaming,17.3,8,Windows 10,2.7,63499.10399999999,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1128,Hybrid,Nvidia,GeForce GTX 1050
1033,HP,Notebook,14.0,8,Windows 7,1.95,63669.6,1920.0,1080.0,Intel,Core i5 6200U,2.3,256,SSD,Intel,HD Graphics 520
1034,HP,Notebook,15.6,8,Windows 10,1.84,65480.5872,1920.0,1080.0,Intel,Core i7 6500U,2.5,256,SSD,Intel,HD Graphics 520
1035,HP,Ultrabook,12.5,8,Windows 10,1.26,71874.72,1920.0,1080.0,Intel,Core i7 6500U,2.5,256,SSD,Intel,HD Graphics 520
1036,HP,Notebook,15.6,4,Windows 10,2.04,39533.76,1366.0,768.0,Intel,Core i5 7200U,2.5,500,HDD,Intel,HD Graphics 620
1037,Toshiba,Ultrabook,14.0,8,Windows 10,1.47,91908.0,1920.0,1080.0,Intel,Core i7 6600U,2.6,256,SSD,Intel,HD Graphics 520
1038,Dell,Notebook,15.6,8,Windows 7,2.09,56633.976,1920.0,1080.0,Intel,Core i5 6300U,2.4,256,SSD,Intel,HD Graphics 520
1039,HP,Notebook,14.0,8,Windows 10,1.64,53839.9728,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
1040,Lenovo,2 in 1 Convertible,15.6,4,Windows 10,1.8,45128.16,1920.0,1080.0,Intel,Core i7 6500U,2.5,256,SSD,Intel,HD Graphics 520
1041,Vero,Notebook,14.0,2,Windows 10,1.45,11231.424,1366.0,768.0,Intel,Atom X5-Z8350,1.44,32,Flash Storage,Intel,HD Graphics 400
1042,Toshiba,Notebook,15.6,16,Windows 10,2.4,75924.0,1920.0,1080.0,Intel,Core i7 6500U,2.5,256,SSD,Nvidia,GeForce 930M
1043,Lenovo,Notebook,15.6,8,Windows 10,2.3,55922.688,1920.0,1080.0,Intel,Core i5 6200U,2.3,256,SSD,Intel,HD Graphics 520
1044,HP,Notebook,14.0,4,Windows 10,1.54,53280.0,1920.0,1080.0,Intel,Core i5 6200U,2.3,500,HDD,Intel,HD Graphics 520
1045,HP,Notebook,15.6,8,Windows 10,1.84,112065.9552,1920.0,1080.0,Intel,Core i5 6300U,2.4,756,Hybrid,Intel,HD Graphics 520
1046,HP,Notebook,14.0,8,Windows 7,1.43,78268.31999999999,1920.0,1080.0,Intel,Core i5 6200U,2.3,256,SSD,Intel,HD Graphics 520
1047,MSI,Gaming,17.3,16,Windows 10,3.78,82351.6992,1920.0,1080.0,Intel,Core i7 6820HK,2.7,1256,Hybrid,Nvidia,GeForce GTX 980M
1048,Lenovo,Gaming,17.3,16,Windows 10,4.6,122010.66719999998,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1128,Hybrid,Nvidia,GeForce GTX 980M
1049,Asus,Netbook,11.6,4,Chrome OS,1.2,15339.311999999998,1366.0,768.0,Intel,Celeron Dual Core N3060,1.6,16,Flash Storage,Intel,HD Graphics 400
1050,Lenovo,Notebook,14.0,16,Windows 7,1.1,139593.6,2560.0,1440.0,Intel,Core i7 6600U,2.6,256,SSD,Intel,HD Graphics 520
1051,HP,Notebook,15.6,8,Windows 10,1.91,52161.12,1920.0,1080.0,Intel,Core i7 7500U,2.7,1000,HDD,Nvidia,GeForce 940MX
1052,Dell,2 in 1 Convertible,15.6,8,Windows 10,2.3,58288.32,1920.0,1080.0,Intel,Core i5 7200U,2.7,256,SSD,Intel,HD Graphics 620
1053,HP,Notebook,15.6,4,Windows 10,2.04,52161.12,1366.0,768.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
1054,Dell,Ultrabook,13.3,16,Windows 10,1.2,120093.12,3200.0,1800.0,Intel,Core i7 7500U,2.7,1000,SSD,Intel,HD Graphics 620
1055,HP,Notebook,15.6,4,Windows 10,2.31,37570.392,1366.0,768.0,Intel,Core i3 6100U,2.3,500,HDD,Intel,HD Graphics 520
1056,HP,Notebook,15.6,4,No OS,1.96,26586.72,1366.0,768.0,Intel,Core i5 7200U,2.5,500,HDD,Intel,HD Graphics 620
1057,Acer,Notebook,15.6,8,Windows 10,2.4,23922.72,1366.0,768.0,AMD,A8-Series 7410,2.2,1000,HDD,AMD,Radeon R5
1058,Dell,2 in 1 Convertible,13.3,12,Windows 10,1.6,69210.72,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,Intel,HD Graphics 620
1059,MSI,Gaming,15.6,16,Windows 10,2.94,96916.32,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1256,Hybrid,Nvidia,GeForce GTX 1060
1060,HP,Notebook,15.6,8,Windows 10,2.04,57009.6,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,Intel,HD Graphics 620
1061,Asus,Gaming,17.3,16,No OS,4.0,53173.44,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1000,HDD,Nvidia,GeForce GTX 965M
1062,Dell,Notebook,15.6,4,Windows 10,2.25,29783.52,1920.0,1080.0,Intel,Core i5 7200U,2.5,1000,HDD,Intel,HD Graphics
1063,Dell,Notebook,15.6,16,Windows 10,2.32,52746.6672,1920.0,1080.0,Intel,Core i7 7500U,2.7,2000,HDD,AMD,Radeon R7 M445
1064,MSI,Gaming,15.6,16,Windows 10,1.8,102777.12,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1256,Hybrid,Nvidia,GeForce GTX 1060
1065,Dell,Ultrabook,13.3,8,Windows 10,1.29,77682.23999999999,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,Intel,HD Graphics 620
1066,Asus,Gaming,17.3,64,Windows 10,3.58,211788.0,1920.0,1080.0,Intel,Core i7 6820HK,2.7,1000,SSD,Nvidia,GeForce GTX 980 
1067,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.62,42517.9728,1920.0,1080.0,Intel,Core i7 6500U,2.5,256,SSD,Intel,HD Graphics 520
1068,Dell,Gaming,15.6,16,Windows 10,3.21,70809.12,3840.0,2160.0,Intel,Core i7 6700HQ,2.6,1256,Hybrid,Nvidia,GeForce GTX 970M
1069,Apple,Ultrabook,12.0,8,Mac OS X,0.92,69264.0,2304.0,1440.0,Intel,Core M,1.1,256,Flash Storage,Intel,HD Graphics 515
1070,Dell,Notebook,15.6,4,Windows 10,2.06,25679.8944,1366.0,768.0,Intel,Core i3 6100U,2.3,500,HDD,Intel,HD Graphics 520
1071,HP,Notebook,15.6,4,Windows 10,2.31,63882.72,1366.0,768.0,Intel,Core i5 6200U,2.3,500,HDD,Intel,HD Graphics 520
1072,HP,Ultrabook,12.5,8,Windows 7,1.26,63882.72,1920.0,1080.0,Intel,Core i5 6200U,2.3,256,SSD,Intel,HD Graphics 520
1073,HP,Notebook,13.3,8,Windows 10,1.49,58075.2,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,Intel,HD Graphics 620
1074,Lenovo,Ultrabook,12.5,8,Windows 10,1.3,91294.7472,1920.0,1080.0,Intel,Core i7 6500U,2.5,256,SSD,Intel,HD Graphics 520
1075,Lenovo,Notebook,17.3,8,Windows 10,3.0,35111.52,1600.0,900.0,Intel,Core i5 6200U,2.3,1000,HDD,AMD,Radeon R5 M330
1076,Lenovo,Notebook,15.6,4,Windows 10,2.3,52054.56,1920.0,1080.0,Intel,Core i5 6300HQ,2.3,1000,HDD,Nvidia,GeForce GTX 950M
1077,MSI,Gaming,17.3,16,Windows 10,3.78,133146.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1256,Hybrid,Nvidia,GeForce GTX 1070
1078,Lenovo,Notebook,15.6,4,Windows 10,2.1,28771.2,1366.0,768.0,Intel,Core i5 6200U,2.3,500,HDD,Intel,HD Graphics 520
1079,HP,Notebook,15.6,4,Windows 7,2.31,50083.2,1920.0,1080.0,Intel,Core i5 6200U,2.3,500,HDD,Intel,HD Graphics 520
1080,Lenovo,Ultrabook,12.5,8,Windows 10,0.99,74538.72,2560.0,1440.0,Intel,Core M 6Y75,1.2,512,SSD,Intel,HD Graphics 515
1081,Lenovo,Gaming,17.3,32,Windows 10,4.6,172627.19999999998,1920.0,1080.0,Intel,Core i7 6820HK,2.7,1512,Hybrid,Nvidia,GeForce GTX 980M
1082,Lenovo,2 in 1 Convertible,10.1,4,Windows 10,0.69,34433.2656,1920.0,1200.0,Intel,Atom x5-Z8550,1.44,64,Flash Storage,Intel,HD Graphics 400
1083,HP,Ultrabook,13.3,16,Windows 10,1.3,109170.72,3840.0,2160.0,Intel,Core i7 7500U,2.7,512,SSD,Intel,HD Graphics 620
1084,Dell,Notebook,15.6,8,Windows 10,2.18,39960.0,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
1085,HP,Notebook,14.0,4,Windows 7,1.54,54931.14719999999,1920.0,1080.0,Intel,Core i5 6200U,2.3,500,HDD,Intel,HD Graphics 520
1086,HP,Workstation,15.6,8,Windows 7,1.9,79653.59999999999,1920.0,1080.0,Intel,Core i7 6500U,2.5,256,SSD,AMD,FirePro W4190M
1087,Lenovo,Notebook,14.0,8,Windows 7,1.7,63882.72,1920.0,1080.0,Intel,Core i5 6200U,2.3,180,SSD,Intel,HD Graphics 520
1088,HP,Notebook,13.3,4,Chrome OS,1.29,32767.2,3200.0,1800.0,Intel,Pentium Dual Core 4405Y,1.5,32,Flash Storage,Intel,HD Graphics 515
1089,Acer,Notebook,15.6,4,Windows 10,2.4,20619.36,1366.0,768.0,AMD,A8-Series 7410,2.2,500,HDD,AMD,Radeon R5
1090,Dell,Notebook,15.6,4,Linux,2.2,20965.1472,1366.0,768.0,Intel,Pentium Quad Core N3700,1.6,500,HDD,Intel,HD Graphics
1091,HP,Notebook,15.6,4,No OS,1.86,18434.3472,1366.0,768.0,Intel,Core i3 6006U,2,1000,HDD,Intel,HD Graphics 520
1092,Asus,Gaming,17.3,8,Windows 10,2.7,85194.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1256,Hybrid,Nvidia,GeForce GTX 1060
1093,Dell,Ultrabook,13.3,4,Windows 10,1.4,43601.688,1920.0,1080.0,Intel,Core i5 8250U,1.6,256,SSD,AMD,Radeon 530
1094,HP,Netbook,12.5,4,Windows 7,2.4,85194.72,1366.0,768.0,Intel,Core i5 6200U,2.3,128,SSD,Intel,HD Graphics 520
1095,Acer,Notebook,15.6,8,Windows 10,2.4,42570.72,1920.0,1080.0,Intel,Core i5 7200U,2.5,1256,Hybrid,Nvidia,GeForce GTX 950M
1096,Dell,Notebook,15.6,8,Windows 10,2.36,34035.264,1920.0,1080.0,Intel,Core i5 7200U,2.5,1000,HDD,AMD,Radeon R7 M445
1097,MSI,Gaming,17.3,8,Windows 10,2.6,85194.72,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,256,SSD,Nvidia,GeForce GTX 965M
1098,HP,Notebook,15.6,4,Windows 10,1.96,26640.0,1366.0,768.0,Intel,Pentium Quad Core N3710,1.6,1000,HDD,Intel,HD Graphics 405
1099,Asus,Gaming,17.3,16,Windows 10,4.3,122490.72,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1128,Hybrid,Nvidia,GeForce GTX 980M
1100,Dell,Ultrabook,12.5,4,Windows 7,1.5,60480.792,1366.0,768.0,Intel,Core i3 6100U,2.3,500,HDD,Intel,HD Graphics 520
1101,Dell,Ultrabook,12.5,4,Windows 7,1.5,62176.1616,1366.0,768.0,Intel,Core i3 6100U,2.3,128,SSD,Intel,HD Graphics 520
1102,Acer,Notebook,15.6,4,Chrome OS,2.2,11135.52,1366.0,768.0,Intel,Celeron Dual Core 3205U,1.5,16,SSD,Intel,HD Graphics
1103,HP,Workstation,17.3,8,Windows 7,3.0,154458.72,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1000,HDD,AMD,FirePro W6150M
1104,Lenovo,Gaming,15.6,16,Windows 10,2.4,63882.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,512,SSD,Nvidia,GeForce GTX 1050 Ti
1105,Dell,Ultrabook,12.5,8,Windows 7,1.5,75289.968,1366.0,768.0,Intel,Core i5 6200U,2.3,256,SSD,Intel,HD Graphics 520
1106,MSI,Gaming,17.3,8,Windows 10,2.9,80516.20319999999,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1128,Hybrid,Nvidia,GeForce GTX 960M
1107,Lenovo,2 in 1 Convertible,15.6,4,Windows 10,2.1,46193.76,1920.0,1080.0,Intel,Core i5 6200U,2.3,256,SSD,Intel,HD Graphics 520
1108,HP,Notebook,15.6,4,Windows 10,2.1,21205.44,1920.0,1080.0,AMD,A6-Series 9220,2.5,1000,HDD,AMD,Radeon R4
1109,Asus,Gaming,15.6,16,Windows 10,2.59,71341.92,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1128,Hybrid,Nvidia,GeForce GTX 960M
1110,HP,Notebook,13.3,8,Windows 10,1.16,90522.72,3200.0,1800.0,Intel,Core M 6Y54,1.1,256,SSD,Intel,HD Graphics 515
1111,Dell,Notebook,15.6,4,Windows 7,2.24,40980.312,1366.0,768.0,Intel,Core i5 6200U,2.3,500,HDD,AMD,Radeon R5 M315
1112,Lenovo,Notebook,15.6,4,Windows 10,2.1,22857.12,1366.0,768.0,Intel,Core i3 6006U,2.0,128,SSD,Intel,HD Graphics 520
1113,HP,Ultrabook,13.3,8,Windows 10,1.16,104908.32,1920.0,1080.0,Intel,Core i7 6500U,2.5,512,SSD,Intel,HD Graphics 520
1114,Lenovo,2 in 1 Convertible,10.1,4,Android,0.69,29250.72,1920.0,1200.0,Intel,Atom x5-Z8550,1.44,64,Flash Storage,Intel,HD Graphics 400
1115,Dell,Ultrabook,13.3,8,Windows 10,1.23,73473.12,1920.0,1080.0,Intel,Core i7 7560U,2.4,256,SSD,Intel,Iris Plus Graphics 640
1116,Lenovo,Gaming,17.3,16,Windows 10,4.6,146519.46719999998,1920.0,1080.0,Intel,Core i7 6820HK,2.7,1256,Hybrid,Nvidia,GeForce GTX 980M
1117,Razer,Ultrabook,12.5,8,Windows 10,1.25,54825.12,3840.0,2160.0,Intel,Core i7 6500U,2.5,256,SSD,Intel,HD Graphics 520
1118,Toshiba,Ultrabook,13.3,16,Windows 10,1.05,118601.28,1920.0,1080.0,Intel,Core i7 7500U,2.7,512,SSD,Intel,HD Graphics 620
1119,Asus,Gaming,17.3,8,Windows 10,3.52,69929.4672,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1128,Hybrid,Nvidia,GeForce GTX 960M
1120,Vero,Notebook,13.3,4,Windows 10,1.35,10442.88,1920.0,1080.0,Intel,Atom X5-Z8350,1.44,32,Flash Storage,Intel,HD Graphics 400
1121,HP,Notebook,13.3,8,Windows 10,1.16,90043.2,1920.0,1080.0,Intel,Core i5 6200U,2.3,256,SSD,Intel,HD Graphics 520
1122,HP,Notebook,14.0,8,Windows 7,1.43,80612.64,1920.0,1080.0,Intel,Core i5 6200U,2.3,256,SSD,Intel,HD Graphics 520
1123,Dell,Notebook,15.6,4,Linux,2.09,27899.0064,1366.0,768.0,Intel,Core i5 6200U,2.3,500,HDD,Intel,HD Graphics 520
1124,Asus,Notebook,15.6,4,Windows 10,2.0,23176.8,1366.0,768.0,Intel,Core i3 7100U,2.4,1000,HDD,Intel,HD Graphics 620
1125,Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.8,88924.31999999999,1920.0,1080.0,Intel,Core i7 6500U,2.5,256,SSD,Intel,HD Graphics 520
1126,Lenovo,2 in 1 Convertible,10.1,4,Windows 10,0.69,25521.12,1920.0,1200.0,Intel,Atom x5-Z8550,1.44,64,Flash Storage,Intel,HD Graphics 400
1127,HP,Ultrabook,12.5,8,Windows 7,1.26,100965.6,1366.0,768.0,Intel,Core i5 6300U,2.4,256,SSD,Intel,HD Graphics 520
1128,Lenovo,Gaming,15.6,8,No OS,2.4,52693.92,1920.0,1080.0,Intel,Core i5 7300HQ,2.5,1128,Hybrid,Nvidia,GeForce GTX 1060
1129,HP,Gaming,17.3,8,Windows 10,3.35,60153.12,1920.0,1080.0,Intel,Core i5 6300HQ,2.3,1128,Hybrid,Nvidia,GeForce GTX 1060
1130,HP,Notebook,15.6,8,Windows 10,2.04,33513.119999999995,1366.0,768.0,Intel,Core i7 7500U,2.7,2000,HDD,Intel,HD Graphics 620
1131,Lenovo,2 in 1 Convertible,14.0,8,Windows 7,1.8,109244.2464,1920.0,1080.0,Intel,Core i7 6600U,2.6,512,SSD,Nvidia,Quadro M500M
1132,Asus,Notebook,14.0,4,Windows 10,1.5,14811.84,1366.0,768.0,Intel,Celeron Dual Core N3350,1.1,32,Flash Storage,Intel,HD Graphics 500
1133,HP,Ultrabook,15.6,8,Windows 10,1.84,40066.56,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,Intel,HD Graphics 620
1134,Acer,Notebook,15.6,4,Windows 10,2.23,32820.48,1920.0,1080.0,Intel,Core i5 7200U,2.5,1000,HDD,Nvidia,GeForce 940MX
1135,Lenovo,Notebook,15.6,16,Windows 10,2.5,58554.72,1920.0,1080.0,Intel,Core i7 6500U,2.5,1000,Hybrid,AMD,Radeon R7 M360
1136,HP,Workstation,17.3,8,Windows 7,3.0,210424.032,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,256,SSD,Nvidia,Quadro M3000M
1137,Dell,Notebook,15.6,8,Windows 10,2.5,41771.52,1366.0,768.0,Intel,Core i5 7200U,2.5,1000,HDD,AMD,Radeon R7 M445
1138,MSI,Gaming,17.3,16,Windows 10,3.78,127818.72,1920.0,1080.0,Intel,Core i7 6820HQ,2.7,1256,Hybrid,Nvidia,GeForce GTX 980M
1139,HP,Ultrabook,15.6,8,Windows 7,1.88,115709.2416,1920.0,1080.0,Intel,Core i7 6500U,2.5,256,SSD,Intel,HD Graphics 520
1140,Lenovo,2 in 1 Convertible,14.0,16,Windows 10,2.8,130003.2,2560.0,1440.0,Intel,Core i7 6600U,2.6,512,SSD,Intel,HD Graphics 520
1141,MSI,Gaming,15.6,8,Windows 10,2.4,60888.384,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1128,Hybrid,Nvidia,GeForce GTX 1050
1142,HP,2 in 1 Convertible,13.3,8,Windows 10,1.48,86793.12,1920.0,1080.0,Intel,Core i5 6300U,2.4,256,SSD,Intel,HD Graphics 520
1143,HP,Workstation,15.6,8,Windows 7,2.59,118761.12,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,256,SSD,Nvidia,Quadro M1000M
1144,HP,2 in 1 Convertible,13.3,8,Windows 10,1.48,95850.72,2560.0,1440.0,Intel,Core i7 6600U,2.6,256,SSD,Intel,HD Graphics 520
1145,HP,Workstation,15.6,8,Windows 7,2.0,101178.72,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,256,SSD,Nvidia,Quadro M1000M
1146,HP,Ultrabook,12.5,8,Windows 7,1.26,122381.49599999998,1920.0,1080.0,Intel,Core i7 6500U,2.50,256,SSD,Intel,HD Graphics 520
1147,Dell,Notebook,15.6,8,Windows 10,2.18,53807.472,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,Nvidia,GeForce 940MX
1148,HP,Notebook,15.6,8,Windows 7,1.88,84129.12,1920.0,1080.0,Intel,Core i5 6200U,2.3,256,SSD,Intel,HD Graphics 520
1149,Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.27,124621.92,2560.0,1440.0,Intel,Core i7 6500U,2.5,256,SSD,Intel,HD Graphics 520
1150,Lenovo,Notebook,15.6,4,No OS,1.9,18061.92,1366.0,768.0,Intel,Core i3 6006U,2.0,1000,HDD,Intel,HD Graphics 520
1151,HP,Notebook,15.6,4,Windows 10,1.86,15824.16,1366.0,768.0,AMD,E-Series 7110,1.8,500,HDD,AMD,Radeon R2 Graphics
1152,Lenovo,Notebook,15.6,8,No OS,2.32,31914.72,1920.0,1080.0,Intel,Core i5 6200U,2.3,1000,HDD,AMD,Radeon R5 M330
1153,Dell,Gaming,15.6,8,Windows 10,2.62,63882.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1000,HDD,Nvidia,GeForce GTX 1050Ti
1154,Dell,Notebook,15.6,8,Windows 10,2.04,119916.2304,3840.0,2160.0,Intel,Core i5 6300HQ,2.3,256,SSD,Nvidia,GeForce 960M
1155,HP,Notebook,15.6,4,Windows 10,1.91,25515.2592,1920.0,1080.0,AMD,A6-Series A6-9220,2.5,256,SSD,AMD,Radeon 520
1156,MSI,Gaming,17.3,16,Windows 10,2.7,79536.38399999999,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1256,Hybrid,Nvidia,GeForce GTX 1050 Ti
1157,Lenovo,Ultrabook,14.0,12,Windows 7,1.4,122490.72,1920.0,1080.0,Intel,Core i7 6600U,2.6,512,SSD,Intel,HD Graphics 520
1158,Lenovo,Notebook,15.6,8,Windows 10,2.5,42010.7472,1920.0,1080.0,Intel,Core i5 6200U,2.3,1000,Hybrid,AMD,Radeon R5 M330
1159,HP,2 in 1 Convertible,13.3,8,Windows 10,1.48,108744.48,2560.0,1440.0,Intel,Core i7 6600U,2.6,512,SSD,Intel,HD Graphics 520
1160,Lenovo,Ultrabook,14.0,8,Windows 7,1.7,79866.72,1920.0,1080.0,Intel,Core i7 6600U,2.6,256,SSD,Intel,HD Graphics 520
1161,MSI,Gaming,14.0,16,Windows 10,1.7,94252.32,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1256,Hybrid,Nvidia,GeForce GTX 970M
1162,HP,Gaming,15.6,8,Windows 10,2.62,47898.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1000,HDD,Nvidia,GeForce GTX 1050
1163,Lenovo,Notebook,15.6,8,Windows 10,2.2,24455.52,1366.0,768.0,Intel,Core i3 6006U,2.0,1000,HDD,Intel,HD Graphics 520
1164,HP,Notebook,15.6,4,No OS,2.1,25414.0272,1366.0,768.0,Intel,Core i5 6200U,2.3,500,HDD,Intel,HD Graphics 520
1165,Dell,Gaming,15.6,8,Windows 10,2.62,79813.44,3840.0,2160.0,Intel,Core i7 7700HQ,2.8,1128,Hybrid,Nvidia,GeForce GTX 1050 Ti
1166,Lenovo,Notebook,15.6,8,Windows 10,1.95,74059.2,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
1167,Lenovo,Notebook,15.6,4,Windows 10,2.2,24935.04,1920.0,1080.0,Intel,Core i3 6006U,2,1000,HDD,Nvidia,GeForce 920MX 
1168,HP,Notebook,14.0,2,Windows 10,1.44,13266.72,1366.0,768.0,Intel,Celeron Dual Core N3060,1.6,32,Flash Storage,Intel,HD Graphics 400
1169,MSI,Gaming,15.6,8,Windows 10,2.2,44701.92,1920.0,1080.0,Intel,Core i7 7500U,2.7,1000,HDD,Nvidia,GeForce GTX 1050
1170,HP,Notebook,15.6,8,Windows 10,1.96,36177.12,1920.0,1080.0,Intel,Core i7 6500U,2.5,256,SSD,Intel,HD Graphics 520
1171,HP,Notebook,15.6,16,Windows 10,2.1,61751.52,1920.0,1080.0,Intel,Core i7 8550U,1.8,512,SSD,Intel,UHD Graphics 620
1172,Asus,Notebook,15.6,4,Windows 10,2.2,19660.32,1366.0,768.0,Intel,Celeron Dual Core N3050,1.6,500,HDD,Intel,HD Graphics
1173,Lenovo,Notebook,15.6,4,No OS,2.1,21205.44,1366.0,768.0,Intel,Core i5 6200U,2.3,500,HDD,Intel,HD Graphics 520
1174,Lenovo,Notebook,15.6,8,No OS,2.2,37775.52,1920.0,1080.0,Intel,Core i7 7500U,2.7,1000,HDD,Nvidia,GeForce 940MX
1175,Asus,Notebook,14.0,4,Windows 10,2.0,40972.32,1920.0,1080.0,Intel,Core i3 7100U,2.4,256,SSD,Intel,HD Graphics 620
1176,Lenovo,Notebook,15.6,4,Windows 7,2.32,43956.0,1920.0,1080.0,Intel,Core i7 6500U,2.5,1000,Hybrid,Intel,HD Graphics 520
1177,Lenovo,Gaming,15.6,16,Windows 10,3.31,69530.4,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,512,SSD,Nvidia,GeForce GTX 960
1178,MSI,Gaming,15.6,16,Windows 10,1.91,114731.5536,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1128,Hybrid,Nvidia,GeForce GTX 970M
1179,HP,Notebook,15.6,4,Windows 10,2.07,34632.0,1366.0,768.0,Intel,Core i3 6100U,2.3,500,HDD,Intel,HD Graphics 520
1180,Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.36,87219.36,2560.0,1440.0,Intel,Core i5 6200U,2.3,256,SSD,Intel,HD Graphics 520
1181,Lenovo,Ultrabook,15.6,6,Windows 10,1.54,44275.68,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,Nvidia,GeForce 920M
1182,Dell,Notebook,15.6,8,Linux,1.98,47686.1328,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,Nvidia,GeForce GT 940MX
1183,Acer,Notebook,15.6,4,Windows 10,2.1,17742.239999999998,1366.0,768.0,Intel,Celeron Dual Core N3350,2,500,HDD,Intel,HD Graphics 500
1184,HP,Notebook,15.6,6,Windows 10,2.18,42570.72,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1000,HDD,Nvidia,GeForce GTX 960M
1185,Asus,Gaming,15.6,8,Windows 10,2.591,48431.52,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1256,Hybrid,Nvidia,GeForce GTX 960M
